ing,ing_func,cir,ewg
Sodium Laureth-12 Sulfate,"['Cleansing', 'Foaming', 'Surfactant']",nan,3.0
Synthetic Sapphire,"['Bulking Agent', 'Opacifying']",nan,1.0
Oleyl Lactate,"['Emollient', 'Skin Conditioning']",nan,1.0
PPG-17/IPDI/DMPA Copolymer,['Film Forming'],nan,1.0
PEG-9M,"['Binding Agent', 'Emulsion Stabilising', 'Viscosity Increasing Agent']",nan,3.0
Artemisia Herba-Alba Oil,['Masking'],nan,1.0
Butoxyethanol,"['Fragrance', 'Masking', 'Solvent', 'Viscosity Controlling', 'Viscosity Decreasing Agent']",nan,5.0
c,[''],nan,4.0
Milk Amino Acids,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning']",A,1.0
Prunus Armeniaca (Apricot) Fruit,"['Cosmetic Astringent', 'Skin Conditioning']",nan,1.0
Carthamus Tinctorius (Safflower) Seed,[''],nan,1.0
Persea Gratissima (Avocado) Leaf Extract,['Skin Conditioning'],nan,1.0
Ceteth-1,"['Emulsifying', 'Surfactant']",nan,2.0
Crataegus Oxyacantha Fruit Extract,['Skin Conditioning'],nan,1.0
PEG/PPG-22/24 Dimethicone,['Emulsifying'],nan,3.0
Acrylic Acid/Acrylonitrogens Copolymer,"['Binding', 'Film Forming', 'Skin Conditioning', 'Viscosity Controlling']",nan,1.0
Triisopropanolamine,"['Anticorrosive', 'Buffering Agent', 'Ph Adjuster']",nan,6.0
Triphenyl Phosphate,['Plasticizer'],nan,5.0
Oleyl Betaine,"['Antistatic Agent', 'Foam Boosting', 'Hair Conditioning', 'Skin Conditioning', 'Sufactant', 'Viscosity Increasing Agent']",B,1.0
Triticum Vulgare (Wheat) Gluten Extract,['Skin Conditioning'],nan,1.0
Alanine/Histidine/Lysine Polypeptide Copper HCl,['Skin Conditioning'],nan,1.0
PEG-20 Almond Glycerides,"['Emollient', 'Emulsifying', 'Skin Conditioning', 'Surfactant']",B,3.0
Aluminum Calcium Sodium Silicate,['Bulking Agent'],A,2.0
Bis-PEG-12 Dimethicone Candelillate,"['Hair Conditioning', 'Skin Conditioning']",nan,3.0
Planktonic Exopolysaccharide-3,[''],nan,1.0
Sapphire Powder,['Opacifying'],nan,1.0
Oxidized Keratin,"['Hair Conditioning', 'Skin Conditioning']",nan,1.0
Cholesteryl/Behenyl/Octyldodecyl Lauroyl Glutamate,"['Skin Conditioning', 'Skin Protecting']",nan,1.0
Ilex Paraguariensis (Mate),[''],nan,1.0
Polyamino Sugar Condensate,"['Humectant', 'Skin Conditioning']",A,1.0
Terminalia Chebula Extract,"['Cosmetic Astringent', 'Skin Conditioning']",nan,1.0
Polyperfluoroethoxymethoxy Difluoroethyl PEG Phosphate,"['Hair Conditioning', 'Skin Conditioning']",nan,3.0
Humulus Lupulus (Hops) Cone Oil,"['Fragrance', 'Masking']",nan,1.0
Zea Mays (Corn) Seed Flour,"['Abrasive', 'Absorbent', 'Binding', 'Binding Agent', 'Bulking Agent']",A,1.0
Carica Papaya (Papaya) Fruit Juice,['Skin Conditioning'],nan,1.0
Cocodimonium Hydroxypropyl Silk Amino Acids,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning']",nan,1.0
Panax Quinquefolium Root Extract,['Cosmetic Astringent'],A,1.0
Sodium C12-14 Olefin Sulfonate,"['Cleansing', 'Foaming', 'Surfactant']",nan,1.0
Centaurea Cyanus Flower,['Skin Conditioning'],nan,1.0
Propylene Glycol Isoceteth-3 Acetate,"['Emollient', 'Skin Conditioning']",nan,2.0
Smilax Aristolochiaefolia Root Extract,['Skin Conditioning'],nan,1.0
Yucca Schidigera Fruit Juice,['Skin Conditioning'],nan,1.0
Trioctyldodecyl Citrate,"['Emollient', 'Skin Conditioning']",A,1.0
Hexyldecyl Isostearate,['Skin Conditioning'],B,1.0
Hydrogenated Castor Oil Stearate,"['Skin Conditioning', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,1.0
Gossypium Herbaceum (Cotton) Fruit Water,"['Fragrance', 'Masking']",nan,1.0
Mink Oil,"['Emollient', 'Hair Conditioning', 'Skin Conditioning']",A,1.0
Xymenynic Acid,"['Emollient', 'Skin Conditioning']",nan,1.0
Behenyl Beeswax,"['Skin Conditioning', 'Viscosity Controlling']",B,1.0
Origanum Vulgare Flower Extract,"['Antiseborrhoeic', 'Fragrance', 'Masking', 'Refreshing', 'Skin Conditioning']",nan,1.0
Calendula Officinalis (Pot Marigold) Oil,[''],nan,1.0
Eupatorium Rebaudianum Leaf Extract,['Skin Conditioning'],nan,1.0
Tallow,"['Emollient', 'Skin-Conditioning Agent - Occlusive']",nan,1.0
Fenugreek Extract,[''],nan,1.0
Laureth-21,"['Sufactant', 'Surfactant']",B,3.0
Behenate,[''],nan,1.0
Abies Balsamea (Balsam Canada) Extract,[''],nan,2.0
PEG-20 Phytosterol,['Emulsifying'],nan,3.0
Swertia Japonica Extract,['Skin Conditioning'],nan,1.0
Hydrolyzed Enteromorpha Compressa,['Skin Conditioning'],nan,1.0
Cochineal,"['Cosmetic Colorant', 'Hair Dyeing']",nan,3.0
Oleth-25,"['Fragrance', 'Sufactant', 'Surfactant']",B,3.0
Cysteine HCl,"['Antioxidant', 'Hair Conditioning', 'Hair Waving Or Straightening', 'Reducing']",A,1.0
Sodium Metasilicate,"['Anticorrosive', 'Buffering Agent', 'Chelating Agent']",B,3.0
Digenea simplex extract,['Skin Conditioning'],nan,1.0
Cucumis Melo (Melon) Fruit Water,"['Flavoring Agent', 'Humectant', 'Skin Conditioning']",nan,1.0
Aster Tripolium Extract,"['Hair Conditioning', 'Skin Protecting']",nan,1.0
Gymnema Sylvestre Leaf Extract,['Cosmetic Astringent'],nan,1.0
Disodium PEG-12 Dimethicone Sulfosuccinate,"['Cleansing', 'Hydrotrope', 'Surfactant']",nan,3.0
Orbignya Speciosa Kernel Oil,"['Emollient', 'Skin Conditioning']",nan,1.0
Helichrysum Italicum (Everlasting),[''],nan,1.0
Daucus Carota Sativa (Carrot) Root Powder,['Skin Conditioning'],nan,1.0
Lamium Album Extract,"['Astringent', 'Masking']",nan,1.0
Egg White Powder,[''],nan,1.0
PEG-20 Esters,[''],nan,3.0
Sulfated Castor Oil,"['Cleansing', 'Emulsifying', 'Humectant', 'Surfactant']",nan,1.0
Hippophae Rhamnoides Fruit Juice,['Skin Conditioning'],nan,1.0
Aluminum Sulfate,"['Antiperspirant Agent', 'Cosmetic Astringent', 'Deodorant', 'Drug Astringent - Skinprotectant Drugs']",nan,2.0
PEG-50 Hydrogenated Castor Oil Isostearate,"['Emulsifying', 'Surfactant', 'Viscosity Controlling', 'Viscosity Increasing Agent']",B,3.0
Maleated Soybean Oil,"['Emollient', 'Skin Conditioning']",nan,1.0
Cnidium Officinale Rhizome Extract,['Skin Conditioning'],nan,1.0
Decyl Olivate,"['Emollient', 'Skin Conditioning']",A,1.0
Chenopodium Quinoa Flower/Leaf Extract,['Skin Conditioning'],nan,1.0
Glucosamine Sulfate,['Skin Conditioning'],nan,1.0
Tricaprin,"['Emollient', 'Fragrance', 'Masking', 'Skin Conditioning', 'Solvent']",A,1.0
Caprylic/Capric Triglyceride PEG-4 Esters,"['Emollient', 'Emulsifying', 'Skin Conditioning', 'Surfactant']",nan,3.0
Bronze Powder,"['Colorant', 'Cosmetic Colorant']",nan,1.0
Duboisia Leichardtii Leaf Extract,['Skin Conditioning'],nan,1.0
Ligustrum Japonicum Fruit Extract,['Skin Conditioning'],nan,1.0
Whey,['Skin Conditioning'],nan,1.0
Cuminum Cyminum (Cumin) Seed Extract,"['Fragrance', 'Perfuming', 'Skin Conditioning']",nan,2.0
CI 15800,['Cosmetic Colorant'],nan,3.0
Hydrofluorocarbon 152a,['Propellant'],nan,1.0
Sodium Soyate,"['Cleansing', 'Emulsifying', 'Surfactant', 'Viscosity Controlling']",nan,1.0
PEG-4 Rapeseedamide,"['Emulsifying', 'Surfactant', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,3.0
Tetrasodium Iminodisuccinate,['Chelating Agent'],nan,1.0
Trisodium Inositol Triphosphate,['Skin Conditioning'],nan,1.0
Gevuina Avellana Seed Oil,['Skin Conditioning'],A,1.0
PEG-30 Stearate,"['Emulsifying', 'Surfactant']",nan,3.0
Phyllanthus Niruri Extract,"['Antimicrobial Agent', 'Skin Protecting']",nan,1.0
Sodium Cocoyl Hydrolyzed Wheat Protein,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning', 'Surfactant']",nan,1.0
Glycine Max (Soybean) Symbiosome Extract,"['Antioxidant', 'Skin Conditioning']",nan,1.0
Carum Carvi (Caraway) Fruit Oil,"['Fragrance', 'Masking']",nan,1.0
Nymphaea Coerulea Seed Extract,['Soothing'],nan,1.0
Carotene,[''],nan,1.0
Sodium Cocoyl Threoninate,"['Cleansing', 'Emulsifying']",B,1.0
Rosmarinus Officinalis (Rosemary) Flower Water,[''],B,1.0
Phyllostachys Edulis Extract,"['Hair Conditioning', 'Humectant', 'Skin Conditioning']",nan,1.0
Sambucus Canadensis Extract,['Skin Conditioning'],nan,1.0
Steareth-4,"['Emulsifying', 'Surfactant']",B,3.0
Perfluorooctyl Triethoxysilane,"['Binding', 'Binding Agent']",nan,4.0
Capsicum Annuum Fruit Powder,['Skin Conditioning'],nan,1.0
Ormenis Multicaulis Flower Wax,[''],nan,1.0
Olivamidopropyl Betaine,"['Antistatic Agent', 'Foam Boosting', 'Hair Conditioning', 'Skin Conditioning', 'Skin Protecting', 'Sufactant', 'Viscosity Increasing Agent']",nan,1.0
Zinc Acetylmethionate,['Skin Conditioning'],nan,1.0
Sulfuric Acid,"['Buffering Agent', 'Ph Adjuster']",nan,6.0
Dimethyl Lauramine Oleate,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning', 'Viscosity Controlling']",nan,2.0
Gentiana Scabra Root Extract,['Skin Conditioning'],nan,1.0
Sorbeth-60 Tetraoleate,"['Emulsifying', 'Surfactant']",B,1.0
Cocoyl Hydrolyzed Collagen,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning', 'Surfactant']",nan,1.0
Glyceryl Ethylhexanoate/Stearate/Adipate,['Emollient'],A,1.0
Saccharomyces/Mother of Pearl Ferment Lysate Filtrate,['Skin Conditioning'],nan,1.0
Hydrolyzed Albumen,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning', 'Viscosity Controlling']",nan,3.0
Nacre Powder,"['Abrasive', 'Bulking Agent']",nan,1.0
Methylbenzyl Methylbenzimidazole Piperidinylmethanone,['Skin Protecting'],nan,1.0
Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer,['Skin Conditioning'],nan,1.0
Pyrus Communis (Pear) Fruit Juice,"['Cosmetic Astringent', 'Skin Conditioning']",nan,1.0
C12-14 Pareth-3,"['Emulsifying', 'Surfactant']",B,1.0
Hydrogenated Microcrystalline Wax,"['Binding Agent', 'Emulsion Stabilising', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,2.0
Morinda Citrifolia Seed Oil,"['Emollient', 'Skin Conditioning']",nan,1.0
Dilinoleic Acid,"['Emollient', 'Skin Conditioning']",nan,1.0
Potassium Castorate,"['Emulsifying', 'Sufactant', 'Surfactant']",nan,1.0
PPG-9 Diglyceryl Ether,"['Emollient', 'Skin Conditioning']",nan,1.0
Lauramidopropylamine Oxide,"['Antistatic Agent', 'Foam Boosting', 'Hair Conditioning', 'Hydrotrope', 'Sufactant']",nan,1.0
Yucca Aloifolia Leaf/Root Extract,"['Masking', 'Skin Protecting']",nan,1.0
Thuja Occidentalis Leaf Oil,"['Masking', 'Perfuming', 'Tonic']",nan,3.0
Astragalus Gummifer Gum,"['Adhesive', 'Binding', 'Binding Agent', 'Emulsion Stabilising', 'Film Forming', 'Fragrance', 'Masking', 'Viscosity Controlling', 'Viscosityincreasing Agent - Aqueous']",nan,1.0
Vaccinium Macrocarpon (Cranberry) Seed Powder,[''],nan,1.0
Hyssopus Officinalis Leaf Oil,['Skin Conditioning'],nan,1.0
Isoamyl Acetate,['Solvent'],A,1.0
Ethyl Cyclohexyl Propionate,"['Fragrance', 'Masking']",nan,1.0
Eugenia Caryophyllus,[''],nan,5.0
Polyquaternium-22,"['Antistatic Agent', 'Film Forming', 'Hair Fixing']",A,1.0
Babassu Oil Polyglyceryl-4 Esters,['Surfactant'],B,1.0
C15-23 Alkane,['Solvent'],nan,1.0
Ethyl Methacrylate,"['Fragrance', 'Viscosity Controlling']",B,5.0
Betula Alba Oil,"['Masking', 'Perfuming']",nan,2.0
Mentha Piperita (Peppermint) Flower Water,[''],nan,1.0
Tri-PPG-3 Myristyl Ether Citrate,"['Skin Conditioning', 'Skin Protecting']",nan,1.0
Polyethylacrylate,"['Binding', 'Binding Agent', 'Film Forming', 'Hair Fixing', 'Suspending Agent - Nonsurfactant']",nan,1.0
Sodium Acrylates/Acrylonitrogens Copolymer,"['Binding', 'Binding Agent', 'Film Forming', 'Skin Conditioning', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,1.0
Methenamine,['Preservative'],nan,9.0
PEG-10 Sunflower Glycerides,"['Emollient', 'Emulsifying', 'Skin Conditioning', 'Surfactant']",B,3.0
Tanacetum Vulgare Extract,['Skin Conditioning'],nan,1.0
Sodium C8-16 Isoalkylsuccinyl Soy Sulfonate,"['Hair Conditioning', 'Skin Conditioning', 'Skin Protecting']",nan,1.0
Terminalia Catappa Leaf Extract,['Skin Conditioning'],nan,1.0
Argan Oil Polyglyceryl-6 Esters,"['Emollient', 'Emulsifying', 'Skin Conditioning', 'Surfactant']",nan,1.0
Terminalia Bellerica Fruit Extract,"['Antimicrobial Agent', 'Cosmetic Astringent', 'Emollient', 'Skin Conditioning']",nan,1.0
Quaternium-79 Hydrolyzed Wheat Protein,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning']",nan,1.0
Terminalia Chebula Fruit Powder,['Skin Conditioning'],nan,1.0
Eugenia Caryophyllus (Clove) Flower Powder,['Skin Conditioning'],nan,5.0
PEG-250 Distearate,"['Cleansing', 'Surfactant']",nan,3.0
Schinus Terebinthifolius Seed Extract,"['Cosmetic Astringent', 'Skin Conditioning']",nan,1.0
Ficus Racemosa Fruit Extract,['Skin Conditioning'],nan,1.0
Sodium Sarcosinate,"['Hair Conditioning', 'Viscosity Controlling']",nan,1.0
Octyldodecyl Isostearate,['Skin Conditioning'],B,1.0
Pentaerythrityl Hydrogenated Rosinate,"['Film Forming', 'Skin-Conditioning Agent - Occlusive', 'Viscosity Increasing Agent']",nan,1.0
4-Hydroxybenzoic Acid,"['Fragrance', 'Preservative']",nan,3.0
Isopropyl Laurate,"['Binding', 'Binding Agent', 'Emollient', 'Fragrance', 'Skin Conditioning']",nan,1.0
Carya Illinoensis (Pecan) Seed Oil,['Skin Conditioning'],A,1.0
Ascorbyl Methylsilanol,[''],nan,1.0
Tosylamide/Epoxy Resin,"['Film Forming', 'Plasticizer']",nan,1.0
Chaenomeles Japonica Seed Extract,['Skin Conditioning'],nan,1.0
Maleic Anhydride,['Film Forming'],nan,5.0
Tilia Tomentosa Extract,['Skin Conditioning'],nan,1.0
Oryza Sativa (Rice) Hull Extract,"['Moisturising', 'Skin-Conditioning Agent - Occlusive']",nan,1.0
PEG-2 Oleamine,"['Emulsifying', 'Foam Boosting', 'Surfactant']",B,3.0
Dihydroxypropyltrimonium Chloride,['Humectant'],nan,1.0
Acacia Farnesiana Flower/Stem Extract,"['Astringent', 'Viscosity Controlling']",nan,1.0
Potassium Silicate,['Anticorrosive'],B,3.0
Dilsea Carnosa Extract,['Skin Protecting'],nan,1.0
Hypericum Perforatum Flower Extract,['Skin Conditioning'],A,1.0
Hydroxypropyl Chitosan,"['Film Forming', 'Viscosity Increasing Agent']",nan,1.0
Sasa Kurilensis Water,['Skin Conditioning'],nan,1.0
Polyglyceryl-3 Isostearate,"['Emollient', 'Emulsifying', 'Skin Conditioning', 'Surfactant']",B,1.0
Stearamine Oxide,"['Antistatic Agent', 'Foam Boosting', 'Hair Conditioning', 'Hydrotrope', 'Sufactant']",B,1.0
Glyceryl Triacetyl Hydroxystearate,"['Emollient', 'Skin Conditioning', 'Solvent', 'Viscosity Controlling']",A,1.0
Gamma Methyl Ionone,[''],nan,1.0
Ammonium Stearate,"['Cleansing', 'Emulsifying', 'Surfactant']",nan,1.0
Triisostearyl Citrate,"['Emollient', 'Skin Conditioning']",A,1.0
Glutamyl Amidoethyl Imidazole,['Hair Conditioning'],nan,1.0
Stearyl Palmitate,"['Binding', 'Binding Agent', 'Emulsifying', 'Emulsion Stabilising', 'Hair Conditioning', 'Humectant', 'Opacifying', 'Skin Conditioning', 'Stabilising']",nan,1.0
Soyethyl Morpholinium Ethosulfate,[''],nan,1.0
Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer,['Emulsion Stabilising'],nan,1.0
C10-13 Isoparaffin,['Solvent'],B,1.0
Cetyl Triethylmonium Dimethicone PEG-8 Phthalate,['Hair Conditioning'],nan,6.0
Isostearyl Behenate,"['Emollient', 'Skin Conditioning']",B,1.0
Triisostearyl Trilinoleate,"['Emollient', 'Skin Conditioning', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,1.0
Sodium Laureth-40 Sulfate,['Cleansing'],nan,3.0
Camellia Oleifera,[''],nan,1.0
Isostearoyl Hydrolyzed Silk,['Skin Conditioning'],nan,1.0
Cyclodextrin Laurate,"['Film Forming', 'Humectant', 'Skin Conditioning', 'Skin Protecting']",A,1.0
Menthyl Acetate,"['Flavoring Agent', 'Fragrance', 'Perfuming']",nan,1.0
Cecropia Obtusifolia Bark Extract,['Skin Conditioning'],nan,1.0
Chitosan Lactate,"['Film Forming', 'Hair Fixing']",nan,1.0
Hydrolyzed Oat Flour,"['Hair Conditioning', 'Skin Conditioning']",B,1.0
Chitosan Succinamide,['Film Forming'],nan,1.0
Hydrogenated Sweet Almond Oil,"['Skin Conditioning', 'Viscosity Controlling', 'Viscosity Increasing Agent']",A,1.0
Ferric Citrate,['Skin Conditioning'],nan,4.0
PEG/PPG-8/3 Laurate,"['Emulsifying', 'Emulsion Stabilising', 'Hair Conditioning', 'Humectant']",nan,3.0
Vaccinium Angustifolium (Blueberry) Fruit,"['Cosmetic Astringent', 'Skin Conditioning']",nan,1.0
Lavandula Stoechas (French Lavender) Oil,[''],nan,1.0
Ficin,['Skin Conditioning'],nan,2.0
Galium Aparine Extract,['Skin Conditioning'],nan,1.0
PPG-2 Butyl Ether,"['Hair Conditioning', 'Skin Conditioning', 'Solvent']",B,1.0
Atractyloides Japonica Root Extract,['Skin Conditioning'],nan,1.0
Stearyl Acetate,"['Emollient', 'Skin Conditioning']",A,1.0
Oleyl Acetate,"['Emollient', 'Skin Conditioning']",nan,1.0
Humulus Japonicus Extract,['Skin Protecting'],nan,1.0
Ferric Glycerophosphate,['Astringent'],nan,1.0
Hydrolyzed Keratin PG-Propyl Methylsilanediol,"['Hair Conditioning', 'Skin Conditioning']",nan,1.0
Yucca Filamentosa Extract,['Masking'],nan,1.0
C30-50 Alcohols,"['Emulsifying', 'Emulsion Stabilising', 'Skin Conditioning', 'Stabilising', 'Viscosity Controlling', 'Viscosity Increasing Agent']",nan,1.0
Pterocarpus Santalinus Wood Powder,['Skin Conditioning'],nan,1.0
Manganese Tripeptide-1,['Skin Conditioning'],A,1.0
Solanum Lycopersicum (Tomato) Fruit Lipids,['Skin Conditioning'],nan,1.0
Ascorbyl Phosphate Succinoyl Pentapeptide-12,['Antioxidant'],nan,1.0
HC Blue No. 15,['Hair Dyeing'],nan,1.0
Methyl Cocoate,"['Emollient', 'Skin Conditioning']",A,1.0
Sodium Chlorite,['Oxidising Agent'],nan,1.0
PEG-5 Hydrogenated Castor Oil,"['Emollient', 'Emulsifying', 'Fragrance', 'Skin Conditioning', 'Surfactant']",nan,3.0
Dipentaerythrityl Pentaisononanoate,"['Emollient', 'Skin Conditioning', 'Viscosity Controlling']",A,1.0
TEA-Lauroyl Collagen Amino Acids,"['Cleansing', 'Hair Conditioning', 'Skin Conditioning', 'Surfactant']",nan,2.0
Lemon Myrtle Oil,"['Flavoring Agent', 'Fragrance', 'Masking', 'Pesticide']",nan,1.0
Trimethyl Pentaphenyl Trisiloxane,"['Emollient', 'Skin Conditioning']",nan,1.0
Methoxyethanol,[''],nan,6.0
Olea Europaea (Olive) Butter,[''],nan,1.0
Levisticum Officinale Oil,"['Fragrance', 'Masking', 'Tonic']",nan,1.0
Hoya Lacunosa Flower Extract,['Skin Conditioning'],nan,1.0
Polyquaternium-28,"['Antistatic Agent', 'Film Forming', 'Hair Fixing']",B,1.0
Isodecyl Oleate,"['Emollient', 'Skin Conditioning']",B,1.0
Dihydro Pentamethylindanone,"['Masking', 'Perfuming']",nan,1.0
C20-40 Alcohols,"['Emulsifying', 'Emulsion Stabilising', 'Skin Conditioning', 'Stabilising']",nan,1.0
Silicone Quaternium-8,"['Antistatic Agent', 'Hair Conditioning']",nan,1.0
Cocodimonium Hydroxypropyl Hydrolyzed Soy Protein,"['Antistatic Agent', 'Hair Conditioning', 'Skin Conditioning', 'Surfactant']",nan,1.0
Panthenyl Ethyl Ether Acetate,"['Antistatic Agent', 'Hair Conditioning']",nan,1.0
CI 11680,"['Colorant', 'Cosmetic Colorant']",nan,5.0
Disodium Capryloyl Glutamate,"['Cleansing', 'Deodorant', 'Surfactant']",B,1.0
Citrus Medica Vulgaris Peel Oil,"['Fragrance', 'Masking']",B,1.0
Quaternium-18,"['Antistatic Agent', 'Hair Conditioning', 'Surfactant']",A,3.0
Dimethicone PEG-8 Polyacrylate,"['Film Forming', 'Plasticizer', 'Surfactant']",nan,3.0
Rosmarinic Acid,"['Antioxidant', 'Soothing']",nan,1.0
Isopropyl Linoleate,"['Binding', 'Binding Agent', 'Emollient', 'Skin Conditioning']",B,1.0
Diethyl Phthalate,"['Denaturant', 'Film Forming', 'Fragrance', 'Hair Conditioning', 'Masking', 'Plasticizer', 'Solvent']",nan,3.0
Myroxylon Balsamum (Balsam Tolu) Resin,[''],nan,1.0
Phytonadione Epoxide,['Astringent'],nan,1.0
Sodium Myristyl Sulfate,"['Cleansing', 'Emulsifying', 'Surfactant']",A,1.0
Sodium Stearyl Sulfate,"['Cleansing', 'Emulsifying', 'Surfactant']",A,1.0
Sand,['Abrasive'],nan,1.0
Trideceth-3,"['Emulsifying', 'Surfactant']",B,1.0
Butyl Acetate,"['Fragrance', 'Masking', 'Solvent']",A,1.0
Vicia Faba Seed Extract,['Skin Conditioning'],nan,1.0
Luffa Cylindrica Seed Oil,['Skin Conditioning'],A,1.0
Poloxamer 101,"['Emulsifying', 'Surfactant']",A,2.0
Cedrus Atlantica Oil,[''],nan,1.0
Foeniculum Vulgare (Fennel) Seed,[''],nan,1.0
Berberis Aquifolium Extract,['Skin Conditioning'],nan,1.0
Caprylyl Dimethicone Ethoxy Glucoside,"['Emulsifying', 'Emulsion Stabilising', 'Surfactant']",nan,1.0
Triisostearoyl Polyglyceryl-3 Dimer Dilinoleate,"['Emollient', 'Skin Conditioning']",B,1.0
Pinus Pumilio Bark Extract,"['Perfuming', 'Tonic']",nan,1.0
Magnesium Hydroxide,"['Absorbent', 'Buffering Agent', 'Ph Adjuster']",B,1.0
Rosa Canina (Dog Rose),[''],nan,1.0
Glycine Soja (Soybean) Wax,[''],nan,1.0
Laureth Sulfosuccinate,[''],nan,2.0
Laureth-25,"['Cleansing', 'Emulsifying', 'Surfactant']",B,3.0
Topaz,['Abrasive'],nan,1.0
Propylene Glycol Diethylhexanoate,"['Emollient', 'Skin-Conditioning Agent - Occlusive']",B,1.0
Cyclopia Genistoides Leaf Extract,['Antioxidant'],nan,1.0
Citrus Paradisi (Grapefruit) Juice,['Skin Conditioning'],B,2.0
Silver Sulfate,['Antimicrobial'],nan,3.0
Phthalic Anhydride,[''],nan,5.0
Disodium Coco-Glucoside Sulfosuccinate,"['Cleansing', 'Emulsifying', 'Surfactant']",nan,1.0
Trihydroxypalmitamidohydroxypropyl Myristyl Ether,['Skin Conditioning'],nan,1.0
Cellulose Acetate Propionate,['Film Forming'],nan,1.0
Calcium Sodium Phosphosilicate,[''],nan,1.0
Allantoin Acetyl Methionine,"['Antistatic Agent', 'Skin Conditioning', 'Skin Protecting', 'Soothing']",nan,1.0
Selenium Aspartate,[''],nan,6.0
PEG-14 Dimethicone,"['Hair Conditioning', 'Skin Conditioning']",A,3.0
Sodium Laureth-6 Carboxylate,"['Cleansing', 'Foaming', 'Surfactant']",nan,2.0
Cucumis sativus (Cucumber) Flower Extract,[''],A,1.0
Anethum Graveolens (Dill) Leaf Powder,[''],nan,1.0
Tall Oil Acid,"['Emollient', 'Emulsifying', 'Sufactant']",A,1.0
Castor Oil/IPDI Copolymer,['Film Forming'],nan,1.0
Perfluoromethylcyclopentane,"['Skin Conditioning', 'Solvent']",nan,1.0
